Round,ClientID,ClientAccuracy,ClientTrainingTime,K,Z,sigma_ed,sigma_iid,timestamp
12,client1,0.1737937342785273,1744.8139900807291,5,120,1000.0,10,03-03-26-004803
12,client9,0.2745664739884393,1775.067059090361,5,120,1000.0,10,03-03-26-004803
13,client5,0.352619589977221,1826.919559855014,5,120,1000.0,10,03-03-26-004803
13,client17,0.3106818181818181,1691.4405000861734,5,120,1000.0,10,03-03-26-004803
13,client13,0.3453851336177858,2243.822456104681,5,120,1000.0,10,03-03-26-004803
13,client1,0.3238051680768351,1799.8057340737432,5,120,1000.0,10,03-03-26-004803
13,client9,0.4208537127612272,1691.9475779868662,5,120,1000.0,10,03-03-26-004803
14,client5,0.4733485193621868,1971.054082969204,5,120,1000.0,10,03-03-26-004803
14,client17,0.4356818181818181,1647.4873151164502,5,120,1000.0,10,03-03-26-004803
14,client13,0.4868627891309229,2187.2677570208907,5,120,1000.0,10,03-03-26-004803
14,client1,0.4296821404070432,1726.03391809389,5,120,1000.0,10,03-03-26-004803
14,client9,0.489773232547799,1699.2359838914126,5,120,1000.0,10,03-03-26-004803
